poi_id_center,center_poi,context_poi
4a9e7463f964a520383a20e3,Deli / Bodega,Residential Building (Apartment / Condo)
4a9e7463f964a520383a20e3,Deli / Bodega,Subway
4a9e7463f964a520383a20e3,Deli / Bodega,Miscellaneous Shop
4a9e7463f964a520383a20e3,Deli / Bodega,Theater
4a9e7463f964a520383a20e3,Deli / Bodega,Road
4a9e7463f964a520383a20e3,Deli / Bodega,Home (private)
4a9e7463f964a520383a20e3,Deli / Bodega,BBQ Joint
4c07b3a98a81c9b629972790,Donut Shop,BBQ Joint
4c07b3a98a81c9b629972790,Donut Shop,Residential Building (Apartment / Condo)
4c07b3a98a81c9b629972790,Donut Shop,Subway
4c07b3a98a81c9b629972790,Donut Shop,Miscellaneous Shop
4c07b3a98a81c9b629972790,Donut Shop,Theater
4c07b3a98a81c9b629972790,Donut Shop,Road
4c07b3a98a81c9b629972790,Donut Shop,Home (private)
4c07b3a98a81c9b629972790,Donut Shop,BBQ Joint
4c07b3a98a81c9b629972790,Donut Shop,Road
427c0500f964a52099211fe3,BBQ Joint,Residential Building (Apartment / Condo)
427c0500f964a52099211fe3,BBQ Joint,Subway
427c0500f964a52099211fe3,BBQ Joint,Miscellaneous Shop
427c0500f964a52099211fe3,BBQ Joint,Theater
427c0500f964a52099211fe3,BBQ Joint,Road
427c0500f964a52099211fe3,BBQ Joint,Home (private)
427c0500f964a52099211fe3,BBQ Joint,Road
427c0500f964a52099211fe3,BBQ Joint,Road
4d9e7e76ae31b1f7431cb103,Residential Building (Apartment / Condo),Subway
4d9e7e76ae31b1f7431cb103,Residential Building (Apartment / Condo),Miscellaneous Shop
4d9e7e76ae31b1f7431cb103,Residential Building (Apartment / Condo),Theater
4d9e7e76ae31b1f7431cb103,Residential Building (Apartment / Condo),Road
4d9e7e76ae31b1f7431cb103,Residential Building (Apartment / Condo),Home (private)
4d9e7e76ae31b1f7431cb103,Residential Building (Apartment / Condo),BBQ Joint
4d9e7e76ae31b1f7431cb103,Residential Building (Apartment / Condo),Road
4d9e7e76ae31b1f7431cb103,Residential Building (Apartment / Condo),Road
4d9e7e76ae31b1f7431cb103,Residential Building (Apartment / Condo),Bar
4b3bef0df964a520bb7e25e3,Subway,Miscellaneous Shop
4b3bef0df964a520bb7e25e3,Subway,Theater
4b3bef0df964a520bb7e25e3,Subway,Road
4b3bef0df964a520bb7e25e3,Subway,Home (private)
4b3bef0df964a520bb7e25e3,Subway,BBQ Joint
4b3bef0df964a520bb7e25e3,Subway,Road
4b3bef0df964a520bb7e25e3,Subway,Road
4b3bef0df964a520bb7e25e3,Subway,Bar
4b3bef0df964a520bb7e25e3,Subway,Bar
4b40d02df964a5207bbb25e3,Miscellaneous Shop,Theater
4b40d02df964a5207bbb25e3,Miscellaneous Shop,Road
4b40d02df964a5207bbb25e3,Miscellaneous Shop,Home (private)
4b40d02df964a5207bbb25e3,Miscellaneous Shop,BBQ Joint
4b40d02df964a5207bbb25e3,Miscellaneous Shop,Road
4b40d02df964a5207bbb25e3,Miscellaneous Shop,Road
4b40d02df964a5207bbb25e3,Miscellaneous Shop,Bar
4b40d02df964a5207bbb25e3,Miscellaneous Shop,Bar
4b40d02df964a5207bbb25e3,Miscellaneous Shop,Cemetery
4a8471c9f964a520a0fc1fe3,Theater,Road
4a8471c9f964a520a0fc1fe3,Theater,Home (private)
4a8471c9f964a520a0fc1fe3,Theater,BBQ Joint
4a8471c9f964a520a0fc1fe3,Theater,Road
4a8471c9f964a520a0fc1fe3,Theater,Road
4a8471c9f964a520a0fc1fe3,Theater,Bar
4a8471c9f964a520a0fc1fe3,Theater,Bar
4a8471c9f964a520a0fc1fe3,Theater,Cemetery
4a8471c9f964a520a0fc1fe3,Theater,Bar
4db617c76e8179a9139d7b58,Road,Home (private)
4db617c76e8179a9139d7b58,Road,BBQ Joint
4db617c76e8179a9139d7b58,Road,Bar
4db617c76e8179a9139d7b58,Road,Bar
4db617c76e8179a9139d7b58,Road,Cemetery
4db617c76e8179a9139d7b58,Road,Bar
4db617c76e8179a9139d7b58,Road,Bakery
4db8bb7b6a2334682d99ea38,Home (private),BBQ Joint
4db8bb7b6a2334682d99ea38,Home (private),Road
4db8bb7b6a2334682d99ea38,Home (private),Road
4db8bb7b6a2334682d99ea38,Home (private),Bar
4db8bb7b6a2334682d99ea38,Home (private),Bar
4db8bb7b6a2334682d99ea38,Home (private),Cemetery
4db8bb7b6a2334682d99ea38,Home (private),Bar
4db8bb7b6a2334682d99ea38,Home (private),Bakery
4db8bb7b6a2334682d99ea38,Home (private),Neighborhood
3fd66200f964a520d7e81ee3,BBQ Joint,Road
3fd66200f964a520d7e81ee3,BBQ Joint,Road
3fd66200f964a520d7e81ee3,BBQ Joint,Bar
3fd66200f964a520d7e81ee3,BBQ Joint,Bar
3fd66200f964a520d7e81ee3,BBQ Joint,Cemetery
3fd66200f964a520d7e81ee3,BBQ Joint,Bar
3fd66200f964a520d7e81ee3,BBQ Joint,Bakery
3fd66200f964a520d7e81ee3,BBQ Joint,Neighborhood
3fd66200f964a520d7e81ee3,BBQ Joint,Food & Drink Shop
4be5f12dd4f7c9b6402d2620,Road,Bar
4be5f12dd4f7c9b6402d2620,Road,Bar
4be5f12dd4f7c9b6402d2620,Road,Cemetery
4be5f12dd4f7c9b6402d2620,Road,Bar
4be5f12dd4f7c9b6402d2620,Road,Bakery
4be5f12dd4f7c9b6402d2620,Road,Neighborhood
4be5f12dd4f7c9b6402d2620,Road,Food & Drink Shop
4be5f12dd4f7c9b6402d2620,Road,Bar
4b9abe7bf964a520dcd135e3,Road,Bar
4b9abe7bf964a520dcd135e3,Road,Bar
4b9abe7bf964a520dcd135e3,Road,Cemetery
4b9abe7bf964a520dcd135e3,Road,Bar
4b9abe7bf964a520dcd135e3,Road,Bakery
4b9abe7bf964a520dcd135e3,Road,Neighborhood
4b9abe7bf964a520dcd135e3,Road,Food & Drink Shop
4b9abe7bf964a520dcd135e3,Road,Bar
4b9abe7bf964a520dcd135e3,Road,Korean Restaurant
46ea2358f964a520cf4a1fe3,Bar,Cemetery
46ea2358f964a520cf4a1fe3,Bar,Bakery
46ea2358f964a520cf4a1fe3,Bar,Neighborhood
46ea2358f964a520cf4a1fe3,Bar,Food & Drink Shop
46ea2358f964a520cf4a1fe3,Bar,Korean Restaurant
46ea2358f964a520cf4a1fe3,Bar,Other Great Outdoors
46ea2358f964a520cf4a1fe3,Bar,City
3fd66200f964a520dfe31ee3,Bar,Cemetery
3fd66200f964a520dfe31ee3,Bar,Bakery
3fd66200f964a520dfe31ee3,Bar,Neighborhood
3fd66200f964a520dfe31ee3,Bar,Food & Drink Shop
3fd66200f964a520dfe31ee3,Bar,Korean Restaurant
3fd66200f964a520dfe31ee3,Bar,Other Great Outdoors
3fd66200f964a520dfe31ee3,Bar,City
4ca9f653a643b7130eb4e9a6,Cemetery,Bar
4ca9f653a643b7130eb4e9a6,Cemetery,Bakery
4ca9f653a643b7130eb4e9a6,Cemetery,Neighborhood
4ca9f653a643b7130eb4e9a6,Cemetery,Food & Drink Shop
4ca9f653a643b7130eb4e9a6,Cemetery,Bar
4ca9f653a643b7130eb4e9a6,Cemetery,Korean Restaurant
4ca9f653a643b7130eb4e9a6,Cemetery,Other Great Outdoors
4ca9f653a643b7130eb4e9a6,Cemetery,City
4ca9f653a643b7130eb4e9a6,Cemetery,Bar
4ca9f653a643b7130eb4e9a6,Cemetery,Movie Theater
49ccb947f964a5208c591fe3,Bar,Bakery
49ccb947f964a5208c591fe3,Bar,Neighborhood
49ccb947f964a5208c591fe3,Bar,Food & Drink Shop
49ccb947f964a5208c591fe3,Bar,Korean Restaurant
49ccb947f964a5208c591fe3,Bar,Other Great Outdoors
49ccb947f964a5208c591fe3,Bar,City
49ccb947f964a5208c591fe3,Bar,Movie Theater
4c892b0f7223b1f7dfb031a8,Bakery,Neighborhood
4c892b0f7223b1f7dfb031a8,Bakery,Food & Drink Shop
4c892b0f7223b1f7dfb031a8,Bakery,Bar
4c892b0f7223b1f7dfb031a8,Bakery,Korean Restaurant
4c892b0f7223b1f7dfb031a8,Bakery,Other Great Outdoors
4c892b0f7223b1f7dfb031a8,Bakery,City
4c892b0f7223b1f7dfb031a8,Bakery,Bar
4c892b0f7223b1f7dfb031a8,Bakery,Movie Theater
4c892b0f7223b1f7dfb031a8,Bakery,Bar
4c892b0f7223b1f7dfb031a8,Bakery,Sushi Restaurant
4f1bb6eee4b095bc460c85a3,Neighborhood,Food & Drink Shop
4f1bb6eee4b095bc460c85a3,Neighborhood,Bar
4f1bb6eee4b095bc460c85a3,Neighborhood,Korean Restaurant
4f1bb6eee4b095bc460c85a3,Neighborhood,Other Great Outdoors
4f1bb6eee4b095bc460c85a3,Neighborhood,City
4f1bb6eee4b095bc460c85a3,Neighborhood,Bar
4f1bb6eee4b095bc460c85a3,Neighborhood,Movie Theater
4f1bb6eee4b095bc460c85a3,Neighborhood,Bar
4f1bb6eee4b095bc460c85a3,Neighborhood,Sushi Restaurant
4f1bb6eee4b095bc460c85a3,Neighborhood,Seafood Restaurant
4b208e76f964a520213324e3,Food & Drink Shop,Bar
4b208e76f964a520213324e3,Food & Drink Shop,Korean Restaurant
4b208e76f964a520213324e3,Food & Drink Shop,Other Great Outdoors
4b208e76f964a520213324e3,Food & Drink Shop,City
4b208e76f964a520213324e3,Food & Drink Shop,Bar
4b208e76f964a520213324e3,Food & Drink Shop,Movie Theater
4b208e76f964a520213324e3,Food & Drink Shop,Bar
4b208e76f964a520213324e3,Food & Drink Shop,Sushi Restaurant
4b208e76f964a520213324e3,Food & Drink Shop,Seafood Restaurant
4b208e76f964a520213324e3,Food & Drink Shop,School
4ad15b84f964a5202dde20e3,Bar,Korean Restaurant
4ad15b84f964a5202dde20e3,Bar,Other Great Outdoors
4ad15b84f964a5202dde20e3,Bar,City
4ad15b84f964a5202dde20e3,Bar,Movie Theater
4ad15b84f964a5202dde20e3,Bar,Sushi Restaurant
4ad15b84f964a5202dde20e3,Bar,Seafood Restaurant
4ad15b84f964a5202dde20e3,Bar,School
40bbc700f964a520a2001fe3,Korean Restaurant,Other Great Outdoors
40bbc700f964a520a2001fe3,Korean Restaurant,City
40bbc700f964a520a2001fe3,Korean Restaurant,Bar
40bbc700f964a520a2001fe3,Korean Restaurant,Movie Theater
40bbc700f964a520a2001fe3,Korean Restaurant,Bar
40bbc700f964a520a2001fe3,Korean Restaurant,Sushi Restaurant
40bbc700f964a520a2001fe3,Korean Restaurant,Seafood Restaurant
40bbc700f964a520a2001fe3,Korean Restaurant,School
40bbc700f964a520a2001fe3,Korean Restaurant,Bar
40bbc700f964a520a2001fe3,Korean Restaurant,General Entertainment
4ca6923314c33704b345c13b,Other Great Outdoors,Bar
4ca6923314c33704b345c13b,City,Bar
4ca6923314c33704b345c13b,Other Great Outdoors,Movie Theater
4ca6923314c33704b345c13b,City,Movie Theater
4ca6923314c33704b345c13b,Other Great Outdoors,Bar
4ca6923314c33704b345c13b,City,Bar
4ca6923314c33704b345c13b,Other Great Outdoors,Sushi Restaurant
4ca6923314c33704b345c13b,City,Sushi Restaurant
4ca6923314c33704b345c13b,Other Great Outdoors,Seafood Restaurant
4ca6923314c33704b345c13b,City,Seafood Restaurant
4ca6923314c33704b345c13b,Other Great Outdoors,School
4ca6923314c33704b345c13b,City,School
4ca6923314c33704b345c13b,Other Great Outdoors,Bar
4ca6923314c33704b345c13b,City,Bar
4ca6923314c33704b345c13b,Other Great Outdoors,General Entertainment
4ca6923314c33704b345c13b,City,General Entertainment
4ca6923314c33704b345c13b,Other Great Outdoors,American Restaurant
4ca6923314c33704b345c13b,City,American Restaurant
43920486f964a520662b1fe3,Bar,Movie Theater
43920486f964a520662b1fe3,Bar,Sushi Restaurant
43920486f964a520662b1fe3,Bar,Seafood Restaurant
43920486f964a520662b1fe3,Bar,School
43920486f964a520662b1fe3,Bar,General Entertainment
43920486f964a520662b1fe3,Bar,American Restaurant
43920486f964a520662b1fe3,Bar,Coffee Shop
4a5e05c3f964a520e8bd1fe3,Movie Theater,Bar
4a5e05c3f964a520e8bd1fe3,Movie Theater,Sushi Restaurant
4a5e05c3f964a520e8bd1fe3,Movie Theater,Seafood Restaurant
4a5e05c3f964a520e8bd1fe3,Movie Theater,School
4a5e05c3f964a520e8bd1fe3,Movie Theater,Bar
4a5e05c3f964a520e8bd1fe3,Movie Theater,General Entertainment
4a5e05c3f964a520e8bd1fe3,Movie Theater,American Restaurant
4a5e05c3f964a520e8bd1fe3,Movie Theater,Coffee Shop
4a5e05c3f964a520e8bd1fe3,Movie Theater,Beer Garden
4a01af35f964a520ea701fe3,Bar,Sushi Restaurant
4a01af35f964a520ea701fe3,Bar,Seafood Restaurant
4a01af35f964a520ea701fe3,Bar,School
4a01af35f964a520ea701fe3,Bar,General Entertainment
4a01af35f964a520ea701fe3,Bar,American Restaurant
4a01af35f964a520ea701fe3,Bar,Coffee Shop
4a01af35f964a520ea701fe3,Bar,Beer Garden
4a01af35f964a520ea701fe3,Bar,Department Store
4bbe4a11a8449c742cee8321,Sushi Restaurant,Seafood Restaurant
4bbe4a11a8449c742cee8321,Sushi Restaurant,School
4bbe4a11a8449c742cee8321,Sushi Restaurant,Bar
4bbe4a11a8449c742cee8321,Sushi Restaurant,General Entertainment
4bbe4a11a8449c742cee8321,Sushi Restaurant,American Restaurant
4bbe4a11a8449c742cee8321,Sushi Restaurant,Coffee Shop
4bbe4a11a8449c742cee8321,Sushi Restaurant,Beer Garden
4bbe4a11a8449c742cee8321,Sushi Restaurant,Department Store
4bbe4a11a8449c742cee8321,Sushi Restaurant,Gastropub
4a330050f964a520e49a1fe3,Seafood Restaurant,School
4a330050f964a520e49a1fe3,Seafood Restaurant,Bar
4a330050f964a520e49a1fe3,Seafood Restaurant,General Entertainment
4a330050f964a520e49a1fe3,Seafood Restaurant,American Restaurant
4a330050f964a520e49a1fe3,Seafood Restaurant,Coffee Shop
4a330050f964a520e49a1fe3,Seafood Restaurant,Beer Garden
4a330050f964a520e49a1fe3,Seafood Restaurant,Department Store
4a330050f964a520e49a1fe3,Seafood Restaurant,Gastropub
4a330050f964a520e49a1fe3,Seafood Restaurant,Home (private)
4da461ccb521224bd30231ee,School,Bar
4da461ccb521224bd30231ee,School,General Entertainment
4da461ccb521224bd30231ee,School,American Restaurant
4da461ccb521224bd30231ee,School,Coffee Shop
4da461ccb521224bd30231ee,School,Beer Garden
4da461ccb521224bd30231ee,School,Department Store
4da461ccb521224bd30231ee,School,Gastropub
4da461ccb521224bd30231ee,School,Home (private)
4da461ccb521224bd30231ee,School,BBQ Joint
4d55435a611aa35d29c23239,Bar,General Entertainment
4d55435a611aa35d29c23239,Bar,American Restaurant
4d55435a611aa35d29c23239,Bar,Coffee Shop
4d55435a611aa35d29c23239,Bar,Beer Garden
4d55435a611aa35d29c23239,Bar,Department Store
4d55435a611aa35d29c23239,Bar,Gastropub
4d55435a611aa35d29c23239,Bar,Home (private)
4d55435a611aa35d29c23239,Bar,BBQ Joint
4d55435a611aa35d29c23239,Bar,Beer Garden
4c05304339d476b0227b32a7,General Entertainment,American Restaurant
4c05304339d476b0227b32a7,General Entertainment,Coffee Shop
4c05304339d476b0227b32a7,General Entertainment,Beer Garden
4c05304339d476b0227b32a7,General Entertainment,Department Store
4c05304339d476b0227b32a7,General Entertainment,Gastropub
4c05304339d476b0227b32a7,General Entertainment,Home (private)
4c05304339d476b0227b32a7,General Entertainment,BBQ Joint
4c05304339d476b0227b32a7,General Entertainment,Beer Garden
4c05304339d476b0227b32a7,General Entertainment,Ramen /  Noodle House
3fd66200f964a520cee51ee3,American Restaurant,Coffee Shop
3fd66200f964a520cee51ee3,American Restaurant,Beer Garden
3fd66200f964a520cee51ee3,American Restaurant,Department Store
3fd66200f964a520cee51ee3,American Restaurant,Gastropub
3fd66200f964a520cee51ee3,American Restaurant,Home (private)
3fd66200f964a520cee51ee3,American Restaurant,BBQ Joint
3fd66200f964a520cee51ee3,American Restaurant,Beer Garden
3fd66200f964a520cee51ee3,American Restaurant,Ramen /  Noodle House
3fd66200f964a520cee51ee3,American Restaurant,Music Venue
49c4fbcdf964a520d9561fe3,Coffee Shop,Beer Garden
49c4fbcdf964a520d9561fe3,Coffee Shop,Department Store
49c4fbcdf964a520d9561fe3,Coffee Shop,Gastropub
49c4fbcdf964a520d9561fe3,Coffee Shop,Home (private)
49c4fbcdf964a520d9561fe3,Coffee Shop,BBQ Joint
49c4fbcdf964a520d9561fe3,Coffee Shop,Beer Garden
49c4fbcdf964a520d9561fe3,Coffee Shop,Ramen /  Noodle House
49c4fbcdf964a520d9561fe3,Coffee Shop,Music Venue
49c4fbcdf964a520d9561fe3,Coffee Shop,College Academic Building
4a7dff4df964a52091f01fe3,Beer Garden,Department Store
4a7dff4df964a52091f01fe3,Beer Garden,Gastropub
4a7dff4df964a52091f01fe3,Beer Garden,Home (private)
4a7dff4df964a52091f01fe3,Beer Garden,BBQ Joint
4a7dff4df964a52091f01fe3,Beer Garden,Ramen /  Noodle House
4a7dff4df964a52091f01fe3,Beer Garden,Music Venue
4a7dff4df964a52091f01fe3,Beer Garden,College Academic Building
4a7dff4df964a52091f01fe3,Beer Garden,Movie Theater
4b004499f964a520253c22e3,Department Store,Gastropub
4b004499f964a520253c22e3,Department Store,Home (private)
4b004499f964a520253c22e3,Department Store,BBQ Joint
4b004499f964a520253c22e3,Department Store,Beer Garden
4b004499f964a520253c22e3,Department Store,Ramen /  Noodle House
4b004499f964a520253c22e3,Department Store,Music Venue
4b004499f964a520253c22e3,Department Store,College Academic Building
4b004499f964a520253c22e3,Department Store,Movie Theater
4b004499f964a520253c22e3,Department Store,Bar
49b1f97af964a520dd521fe3,Gastropub,Home (private)
49b1f97af964a520dd521fe3,Gastropub,BBQ Joint
49b1f97af964a520dd521fe3,Gastropub,Beer Garden
49b1f97af964a520dd521fe3,Gastropub,Ramen /  Noodle House
49b1f97af964a520dd521fe3,Gastropub,Music Venue
49b1f97af964a520dd521fe3,Gastropub,College Academic Building
49b1f97af964a520dd521fe3,Gastropub,Movie Theater
49b1f97af964a520dd521fe3,Gastropub,Bar
49b1f97af964a520dd521fe3,Gastropub,Home (private)
4c4ca999b301b7130ad70789,Home (private),BBQ Joint
4c4ca999b301b7130ad70789,Home (private),Beer Garden
4c4ca999b301b7130ad70789,Home (private),Ramen /  Noodle House
4c4ca999b301b7130ad70789,Home (private),Music Venue
4c4ca999b301b7130ad70789,Home (private),College Academic Building
4c4ca999b301b7130ad70789,Home (private),Movie Theater
4c4ca999b301b7130ad70789,Home (private),Bar
4c4ca999b301b7130ad70789,Home (private),Bakery
3fd66200f964a5207eea1ee3,BBQ Joint,Beer Garden
3fd66200f964a5207eea1ee3,BBQ Joint,Ramen /  Noodle House
3fd66200f964a5207eea1ee3,BBQ Joint,Music Venue
3fd66200f964a5207eea1ee3,BBQ Joint,College Academic Building
3fd66200f964a5207eea1ee3,BBQ Joint,Movie Theater
3fd66200f964a5207eea1ee3,BBQ Joint,Bar
3fd66200f964a5207eea1ee3,BBQ Joint,Home (private)
3fd66200f964a5207eea1ee3,BBQ Joint,Bakery
3fd66200f964a5207eea1ee3,BBQ Joint,Bar
481a14a5f964a520734f1fe3,Beer Garden,Ramen /  Noodle House
481a14a5f964a520734f1fe3,Beer Garden,Music Venue
481a14a5f964a520734f1fe3,Beer Garden,College Academic Building
481a14a5f964a520734f1fe3,Beer Garden,Movie Theater
481a14a5f964a520734f1fe3,Beer Garden,Bar
481a14a5f964a520734f1fe3,Beer Garden,Home (private)
481a14a5f964a520734f1fe3,Beer Garden,Bakery
481a14a5f964a520734f1fe3,Beer Garden,Bar
481a14a5f964a520734f1fe3,Beer Garden,Arcade
3fd66200f964a52061e41ee3,Ramen /  Noodle House,Music Venue
3fd66200f964a52061e41ee3,Ramen /  Noodle House,College Academic Building
3fd66200f964a52061e41ee3,Ramen /  Noodle House,Movie Theater
3fd66200f964a52061e41ee3,Ramen /  Noodle House,Bar
3fd66200f964a52061e41ee3,Ramen /  Noodle House,Home (private)
3fd66200f964a52061e41ee3,Ramen /  Noodle House,Bakery
3fd66200f964a52061e41ee3,Ramen /  Noodle House,Bar
3fd66200f964a52061e41ee3,Ramen /  Noodle House,Arcade
3fd66200f964a52061e41ee3,Ramen /  Noodle House,Home (private)
4a3e88a9f964a52006a31fe3,Music Venue,College Academic Building
4a3e88a9f964a52006a31fe3,Music Venue,Movie Theater
4a3e88a9f964a52006a31fe3,Music Venue,Bar
4a3e88a9f964a52006a31fe3,Music Venue,Home (private)
4a3e88a9f964a52006a31fe3,Music Venue,Bakery
4a3e88a9f964a52006a31fe3,Music Venue,Bar
4a3e88a9f964a52006a31fe3,Music Venue,Arcade
4a3e88a9f964a52006a31fe3,Music Venue,Home (private)
4a3e88a9f964a52006a31fe3,Music Venue,Subway
4f80ed31e4b0bc141791c877,College Academic Building,Movie Theater
4f80ed31e4b0bc141791c877,College Academic Building,Bar
4f80ed31e4b0bc141791c877,College Academic Building,Home (private)
4f80ed31e4b0bc141791c877,College Academic Building,Bakery
4f80ed31e4b0bc141791c877,College Academic Building,Bar
4f80ed31e4b0bc141791c877,College Academic Building,Arcade
4f80ed31e4b0bc141791c877,College Academic Building,Home (private)
4f80ed31e4b0bc141791c877,College Academic Building,Subway
4f80ed31e4b0bc141791c877,College Academic Building,Home (private)
451d2920f964a5208d3a1fe3,Movie Theater,Bar
451d2920f964a5208d3a1fe3,Movie Theater,Home (private)
451d2920f964a5208d3a1fe3,Movie Theater,Bakery
451d2920f964a5208d3a1fe3,Movie Theater,Bar
451d2920f964a5208d3a1fe3,Movie Theater,Arcade
451d2920f964a5208d3a1fe3,Movie Theater,Home (private)
451d2920f964a5208d3a1fe3,Movie Theater,Subway
451d2920f964a5208d3a1fe3,Movie Theater,Home (private)
451d2920f964a5208d3a1fe3,Movie Theater,Bar
3fd66200f964a52021e41ee3,Bar,Home (private)
3fd66200f964a52021e41ee3,Bar,Bakery
3fd66200f964a52021e41ee3,Bar,Arcade
3fd66200f964a52021e41ee3,Bar,Home (private)
3fd66200f964a52021e41ee3,Bar,Subway
3fd66200f964a52021e41ee3,Bar,Home (private)
4b1d4d9bf964a520780e24e3,Home (private),Bakery
4b1d4d9bf964a520780e24e3,Home (private),Bar
4b1d4d9bf964a520780e24e3,Home (private),Arcade
4b1d4d9bf964a520780e24e3,Home (private),Subway
4b1d4d9bf964a520780e24e3,Home (private),Bar
4b1d4d9bf964a520780e24e3,Home (private),Bar
4b1d4d9bf964a520780e24e3,Home (private),Pizza Place
4addf75cf964a520d66621e3,Bakery,Bar
4addf75cf964a520d66621e3,Bakery,Arcade
4addf75cf964a520d66621e3,Bakery,Home (private)
4addf75cf964a520d66621e3,Bakery,Subway
4addf75cf964a520d66621e3,Bakery,Home (private)
4addf75cf964a520d66621e3,Bakery,Bar
4addf75cf964a520d66621e3,Bakery,Bar
4addf75cf964a520d66621e3,Bakery,Pizza Place
4addf75cf964a520d66621e3,Bakery,Bar
41575800f964a520321d1fe3,Bar,Arcade
41575800f964a520321d1fe3,Bar,Home (private)
41575800f964a520321d1fe3,Bar,Subway
41575800f964a520321d1fe3,Bar,Home (private)
41575800f964a520321d1fe3,Bar,Pizza Place
41575800f964a520321d1fe3,Bar,Food & Drink Shop
44510be3f964a520a0321fe3,Arcade,Home (private)
44510be3f964a520a0321fe3,Arcade,Subway
44510be3f964a520a0321fe3,Arcade,Home (private)
44510be3f964a520a0321fe3,Arcade,Bar
44510be3f964a520a0321fe3,Arcade,Bar
44510be3f964a520a0321fe3,Arcade,Pizza Place
44510be3f964a520a0321fe3,Arcade,Bar
44510be3f964a520a0321fe3,Arcade,Food & Drink Shop
44510be3f964a520a0321fe3,Arcade,Food & Drink Shop
4de9bd7ed22da22d4ec20795,Home (private),Subway
4de9bd7ed22da22d4ec20795,Home (private),Bar
4de9bd7ed22da22d4ec20795,Home (private),Bar
4de9bd7ed22da22d4ec20795,Home (private),Pizza Place
4de9bd7ed22da22d4ec20795,Home (private),Bar
4de9bd7ed22da22d4ec20795,Home (private),Food & Drink Shop
4de9bd7ed22da22d4ec20795,Home (private),Food & Drink Shop
4de9bd7ed22da22d4ec20795,Home (private),Bar
4bd1b96a77b29c7439118d82,Subway,Home (private)
4bd1b96a77b29c7439118d82,Subway,Bar
4bd1b96a77b29c7439118d82,Subway,Bar
4bd1b96a77b29c7439118d82,Subway,Pizza Place
4bd1b96a77b29c7439118d82,Subway,Bar
4bd1b96a77b29c7439118d82,Subway,Food & Drink Shop
4bd1b96a77b29c7439118d82,Subway,Food & Drink Shop
4bd1b96a77b29c7439118d82,Subway,Bar
4bd1b96a77b29c7439118d82,Subway,Coffee Shop
4c998dbdd4b1b1f72ee2c835,Home (private),Bar
4c998dbdd4b1b1f72ee2c835,Home (private),Bar
4c998dbdd4b1b1f72ee2c835,Home (private),Pizza Place
4c998dbdd4b1b1f72ee2c835,Home (private),Bar
4c998dbdd4b1b1f72ee2c835,Home (private),Food & Drink Shop
4c998dbdd4b1b1f72ee2c835,Home (private),Food & Drink Shop
4c998dbdd4b1b1f72ee2c835,Home (private),Bar
4c998dbdd4b1b1f72ee2c835,Home (private),Coffee Shop
4c998dbdd4b1b1f72ee2c835,Home (private),Bar
43fb97c1f964a520e52f1fe3,Bar,Pizza Place
43fb97c1f964a520e52f1fe3,Bar,Food & Drink Shop
43fb97c1f964a520e52f1fe3,Bar,Food & Drink Shop
43fb97c1f964a520e52f1fe3,Bar,Coffee Shop
43fb97c1f964a520e52f1fe3,Bar,School
4dd17130d164679b8d47054b,Bar,Pizza Place
4dd17130d164679b8d47054b,Bar,Food & Drink Shop
4dd17130d164679b8d47054b,Bar,Food & Drink Shop
4dd17130d164679b8d47054b,Bar,Coffee Shop
4dd17130d164679b8d47054b,Bar,School
4800619cf964a520ec4e1fe3,Pizza Place,Bar
4800619cf964a520ec4e1fe3,Pizza Place,Food & Drink Shop
4800619cf964a520ec4e1fe3,Pizza Place,Food & Drink Shop
4800619cf964a520ec4e1fe3,Pizza Place,Bar
4800619cf964a520ec4e1fe3,Pizza Place,Coffee Shop
4800619cf964a520ec4e1fe3,Pizza Place,Bar
4800619cf964a520ec4e1fe3,Pizza Place,School
4800619cf964a520ec4e1fe3,Pizza Place,Bar
4800619cf964a520ec4e1fe3,Pizza Place,Bar
4aa88b91f964a520915120e3,Bar,Food & Drink Shop
4aa88b91f964a520915120e3,Bar,Food & Drink Shop
4aa88b91f964a520915120e3,Bar,Coffee Shop
4aa88b91f964a520915120e3,Bar,School
4aa88b91f964a520915120e3,Bar,Caribbean Restaurant
4bc4946db492d13a0835aa60,Food & Drink Shop,Bar
4bc4946db492d13a0835aa60,Food & Drink Shop,Coffee Shop
4bc4946db492d13a0835aa60,Food & Drink Shop,Bar
4bc4946db492d13a0835aa60,Food & Drink Shop,School
4bc4946db492d13a0835aa60,Food & Drink Shop,Bar
4bc4946db492d13a0835aa60,Food & Drink Shop,Bar
4bc4946db492d13a0835aa60,Food & Drink Shop,Caribbean Restaurant
4bc4946db492d13a0835aa60,Food & Drink Shop,Bar
4edb9e40e300851bfaf59a9e,Food & Drink Shop,Bar
4edb9e40e300851bfaf59a9e,Food & Drink Shop,Coffee Shop
4edb9e40e300851bfaf59a9e,Food & Drink Shop,Bar
4edb9e40e300851bfaf59a9e,Food & Drink Shop,School
4edb9e40e300851bfaf59a9e,Food & Drink Shop,Bar
4edb9e40e300851bfaf59a9e,Food & Drink Shop,Bar
4edb9e40e300851bfaf59a9e,Food & Drink Shop,Caribbean Restaurant
4edb9e40e300851bfaf59a9e,Food & Drink Shop,Bar
4edb9e40e300851bfaf59a9e,Food & Drink Shop,Bar
40a2ba80f964a520fef21ee3,Bar,Coffee Shop
